quantile	chr	peak_id	chrStart	strand	sec_peak	normalized_eob	log10p_val	imbalance	D_D	N_N	D_N_N_D	T_N_N_T	T_D_D_T	T_T
1	chr2R	peak_3034_1	chrStart	+	30	22.8595744680851	0.697974966435237	01_NOT_SIG	37.23	31.91	13.83	6.38	9.57	1.06
3	chr3L	peak_613_1	chrStart	+	189	53.3344537815126	2.06927424402815	03_NOT_IMB	18.49	10.08	61.34	3.36	5.04	1.68
2	chr3R	peak_451_2	chrStart	+	40	44.1944751381215	1.52308916472416	01_NOT_SIG	60.77	10.5	10.5	1.1	15.47	1.66
2	chr2R	peak_641_3	chrStart	+	69	37.7761061946903	1.27023921185173	01_NOT_SIG	66.37	9.73	8.85	2.65	10.62	1.77
2	chr2R	peak_1966_2	chrStart	+	69	48.5784172661871	1.36863261278733	01_NOT_SIG	63.31	2.16	10.07	1.44	20.87	2.16
4	chrX	peak_2734_2	chrStart	+	34	75	2.65450150704561	03_NOT_IMB	80.33	1.64	1.64	1.64	9.84	4.92
1	chrX	peak_1749_9	chrStart	+	91	0	0.216715526504479	01_NOT_SIG	65.38	0.0	13.46	4.81	16.35	0.0
3	chr2R	peak_1262_6	chrStart	+	51	63.776404494382	1.83578827514116	01_NOT_SIG	43.82	14.61	6.74	3.37	25.84	5.62
2	chr2R	peak_38_5	chrStart	+	87	26.6666666666667	1.0729015373645	01_NOT_SIG	47.71	16.99	24.84	3.27	6.53	0.65
2	chr3L	peak_1674_3	chrStart	+	45	45.4833333333333	4.36902798235809	03_NOT_IMB	22.88	36.52	23.94	4.55	9.7	2.42
2	chr2L	peak_1206_4	chrStart	+	97	33.9859649122807	0.78172515971073	01_NOT_SIG	34.21	20.18	20.18	7.9	14.91	2.63
2	chr3R	peak_231_7	chrStart	+	62	32.5	0.907502413327504	01_NOT_SIG	11.43	39.29	30.71	9.28	7.85	1.43
1	chr2R	peak_511_1	chrStart	+	130	19.2352941176471	0.539344967437852	01_NOT_SIG	42.16	6.86	31.38	4.9	13.72	0.98
3	chr3R	peak_1139_3	chrStart	+	42	60.6056338028169	3.38359664749603	02_IMB	65.92	9.58	10.42	0.28	12.11	1.69
3	chr3R	peak_392_6	chrStart	+	72	55	1.68196443914477	01_NOT_SIG	53.03	13.64	16.67	4.55	9.1	3.03
2	chr3R	peak_2095_3	chrStart	+	120	35.7065217391304	0.692448110832781	01_NOT_SIG	54.35	0.0	18.48	2.17	22.83	2.17
3	chr2R	peak_2691_2	chrStart	+	44	63.7	2.19353307370745	03_NOT_IMB	34.03	2.08	9.72	5.56	36.11	12.5
1	chr2L	peak_1057_1	chrStart	+	84	22.9717948717949	0.414838255627358	01_NOT_SIG	12.82	32.48	28.2	12.82	11.96	1.71
2	chr3L	peak_1077_6	chrStart	+	67	48.141935483871	1.65028536275809	01_NOT_SIG	7.53	38.71	39.79	9.68	2.15	2.15
2	chr2L	peak_2881_10	chrStart	+	46	40.9090909090909	1.13722641208346	01_NOT_SIG	49.09	22.73	6.37	1.82	17.27	2.73
2	chr3R	peak_942_3	chrStart	+	53	37.7838709677419	1.35315504325848	01_NOT_SIG	64.52	11.29	10.49	1.61	10.48	1.61
1	chr3L	peak_419_3	chrStart	+	146	0	0.175556254863157	01_NOT_SIG	60.58	0.0	18.27	0.96	20.19	0.0
1	chr3L	peak_1308_1	chrStart	+	46	15.9698113207547	0.386683569153323	01_NOT_SIG	17.92	44.34	16.03	12.26	8.49	0.94
3	chr3R	peak_1877_1	chrStart	+	35	64.2441558441558	2.04392398294671	02_IMB	38.96	3.25	3.9	3.9	41.55	8.44
1	chr2L	peak_4710_1	chrStart	+	37	17.4587155963303	0.820110744599239	01_NOT_SIG	71.1	13.3	5.51	3.21	6.42	0.46
1	chr3L	peak_341_6	chrStart	+	114	20.6340425531915	0.435793366068591	01_NOT_SIG	8.51	31.91	31.92	19.15	7.45	1.06
2	chrX	peak_1410_1	chrStart	+	42	30.7676470588235	0.509201394861751	01_NOT_SIG	22.06	22.06	23.53	8.82	20.59	2.94
2	chr2L	peak_3521_6	chrStart	+	60	48.4771084337349	1.88612247033243	01_NOT_SIG	32.53	32.53	18.07	7.22	7.23	2.41
1	chr2R	peak_4357_1	chrStart	+	79	20.4	0.508443333306317	01_NOT_SIG	40.0	2.11	36.84	3.16	16.85	1.05
1	chr2R	peak_3084_5	chrStart	+	90	0	0.394924894715898	01_NOT_SIG	51.49	13.86	21.78	0.99	11.88	0.0
3	chr2L	peak_241_2	chrStart	+	77	65	2.76032376787554	03_NOT_IMB	19.13	42.61	26.96	3.48	5.22	2.61
2	chr2L	peak_2085_3	chrStart	+	101	27.978313253012	0.356027734044584	01_NOT_SIG	51.81	2.41	4.82	2.4	36.15	2.41
1	chr2R	peak_2038_4	chrStart	+	105	13.4518072289157	0.123915632486096	01_NOT_SIG	38.55	2.41	16.87	2.41	38.55	1.2
4	chr3L	peak_164_6	chrStart	+	172	84.8228571428572	1.57432772401199	01_NOT_SIG	2.86	5.71	22.86	40	8.57	20.0
3	chr3R	peak_5_5	chrStart	+	37	73.5324675324675	4.06190895580596	02_IMB	34.42	43.51	9.09	1.95	7.79	3.25
4	chr3R	peak_501_5	chrStart	+	42	88	5.33319335095851	03_NOT_IMB	41.5	38.1	12.92	0.68	4.08	2.72
1	chr2R	peak_2153_2	chrStart	+	122	21.8806451612903	0.380576171266053	01_NOT_SIG	19.35	11.29	35.48	17.75	14.52	1.61
2	chr3R	peak_345_2	chrStart	+	76	27.0792452830189	1.24488347526385	01_NOT_SIG	70.44	5.03	16.35	0.63	6.91	0.63
3	chr3R	peak_1647_7	chrStart	+	49	61.5327102803738	2.249482856565	02_IMB	64.49	3.74	16.82	1.86	10.28	2.8
2	chr3L	peak_2558_1	chrStart	+	74	33.3333333333333	1.05351905625325	01_NOT_SIG	75.36	2.9	7.25	0	13.05	1.45
2	chrX	peak_3295_3	chrStart	+	54	30.5724137931034	0.399447705500832	01_NOT_SIG	25.86	12.07	24.14	10.34	24.14	3.45
2	chr3L	peak_104_4	chrStart	+	67	28.7234375	0.292144486904619	01_NOT_SIG	43.75	1.56	6.25	4.68	40.63	3.12
3	chr3R	peak_1348_3	chrStart	+	77	53.131746031746	2.10988724877747	03_NOT_IMB	19.05	44.44	23.02	6.35	4.76	2.38
1	chr3R	peak_131_4	chrStart	+	71	20.8848	0.725351126431541	01_NOT_SIG	38.4	26.4	20	3.2	11.2	0.8
4	chr3R	peak_3701_1	chrStart	+	48	100	100	02_IMB	40.98	11.48	18.04	1.64	18.03	9.84
2	chr2L	peak_2483_4	chrStart	+	54	25	1.1332671215727	01_NOT_SIG	4.85	65.45	20.61	7.27	1.22	0.61
1	chr3R	peak_1792_4	chrStart	+	120	0	0.36935593994359	01_NOT_SIG	1.11	53.33	31.11	13.34	1.11	0.0
2	chr2R	peak_3168_6	chrStart	+	40	48.1481481481481	1.49985399083018	01_NOT_SIG	69.14	4.94	9.87	1.23	12.35	2.47
3	chr3L	peak_611_4	chrStart	+	37	54.5586206896552	0.754697479636238	01_NOT_SIG	25.86	15.52	12.07	8.62	31.04	6.9
4	chr2L	peak_532_3	chrStart	+	41	75.9397350993377	5.38951480121165	03_NOT_IMB	32.45	38.41	11.25	3.31	8.61	5.96
2	chr3R	peak_2778_5	chrStart	+	37	28	0.951522971884154	01_NOT_SIG	71.84	4.85	9.71	0.97	11.65	0.97
1	chr3L	peak_4976_1	chrStart	+	137	0	0.224427428624888	01_NOT_SIG	12.24	26.53	34.69	20.41	6.12	0.0
2	chr3R	peak_730_3	chrStart	+	68	41.5529411764706	1.36658118988064	01_NOT_SIG	67.65	8.82	7.84	0.98	12.74	1.96
3	chr2L	peak_660_9	chrStart	+	43	55	2.03426612970521	03_NOT_IMB	78.0	7.0	4	0	9	2.0
4	chr3R	peak_3256_5	chrStart	+	44	77.1485294117647	4.77286227502179	03_NOT_IMB	77.21	5.88	3.68	0.74	8.09	4.41
3	chr2L	peak_18_11	chrStart	+	34	61.4590818363273	7.50479358854781	03_NOT_IMB	40.72	31.54	11.38	1.4	11.57	3.39
3	chr2R	peak_1049_2	chrStart	+	64	52.3769230769231	2.12018431853715	03_NOT_IMB	78.63	2.56	9.4	0.85	6.84	1.71
2	chr2R	peak_1016_1	chrStart	+	85	47.0684931506849	1.08626696305987	01_NOT_SIG	57.53	6.85	8.22	1.37	23.29	2.74
1	chr2L	peak_2935_1	chrStart	+	104	0	0.294541045051389	01_NOT_SIG	7.83	46.96	30.43	12.18	2.61	0.0
2	chr2R	peak_3915_9	chrStart	+	54	34.1897810218978	1.17889660302047	01_NOT_SIG	81.75	2.19	1.46	1.46	11.68	1.46
2	chr3R	peak_4057_3	chrStart	+	40	38.041975308642	1.59675754834619	01_NOT_SIG	61.73	11.93	9.05	0.41	14.82	2.06
2	chr3L	peak_310_5	chrStart	+	59	31.4985436893204	0.943001558921918	01_NOT_SIG	19.9	28.16	31.07	10.68	8.25	1.94
3	chr3R	peak_2406_1	chrStart	+	52	63.0418300653595	2.93673677923123	03_NOT_IMB	9.8	47.06	24.19	9.8	5.23	3.92
1	chr3L	peak_164_1	chrStart	+	64	13.1217821782178	0.47886047140407	01_NOT_SIG	73.76	4.46	7.43	1.99	11.89	0.5
2	chr3R	peak_2580_4	chrStart	+	82	25.928	0.749880584140651	01_NOT_SIG	72.0	1.33	8	4	13.33	1.33
2	chr3L	peak_287_2	chrStart	+	138	31.510447761194	0.665765017028004	01_NOT_SIG	52.74	4.98	13.43	6.47	20.4	1.99
3	chr2R	peak_4128_2	chrStart	+	97	64	2.17652896343748	03_NOT_IMB	75.0	4.69	7.81	0	9.38	3.12
2	chr2L	peak_3439_1	chrStart	+	96	25.34125	0.556834134221056	01_NOT_SIG	17.5	15.0	43.75	12.5	10	1.25
1	chr2R	peak_641_3	chrStart	+	150	0	0.322047952087402	01_NOT_SIG	44.44	9.52	26.98	3.18	15.87	0.0
4	chr2L	peak_1166_5	chrStart	+	35	91.7474226804124	14.4131929443933	03_NOT_IMB	38.66	35.57	8.25	2.07	6.18	9.28
1	chr2L	peak_605_7	chrStart	+	123	0	0.238029967170342	01_NOT_SIG	30.0	11.11	40	10	8.89	0.0
3	chr2R	peak_3973_8	chrStart	+	35	52	2.19493852770516	03_NOT_IMB	81.82	7.14	2.6	1.3	5.85	1.3
4	chrX	peak_1517_2	chrStart	+	32	100	100	03_NOT_IMB	61.67	15.0	8.33	1.67	1.67	11.67
2	chr2R	peak_3915_1	chrStart	+	40	41.6691176470588	1.06114153422818	01_NOT_SIG	26.47	16.18	35.29	8.82	10.29	2.94
3	chr3R	peak_652_3	chrStart	+	92	52.1972222222222	0.575630522900928	01_NOT_SIG	31.48	3.7	12.04	6.48	38.89	7.41
4	chr3R	peak_4057_1	chrStart	+	87	81.221875	2.97588034102026	02_IMB	17.97	3.91	4.68	7.03	55.46	10.94
1	chr3L	peak_4633_3	chrStart	+	37	0	0.148641619605805	01_NOT_SIG	52.63	5.26	12.28	12.28	17.55	0.0
3	chr2L	peak_1166_3	chrStart	+	79	55.56	2.47249705269056	03_NOT_IMB	32.67	24.0	23.34	6.66	9.34	4.0
3	chr2L	peak_1061_2	chrStart	+	82	50.5515789473684	1.52478318620971	01_NOT_SIG	34.74	14.74	26.31	8.42	11.58	4.21
2	chr3R	peak_3771_2	chrStart	+	60	36.3657142857143	0.911562644090355	01_NOT_SIG	67.86	2.14	7.14	2.86	17.85	2.14
1	chr3R	peak_2441_1	chrStart	+	80	0	0.282084136132721	01_NOT_SIG	22.81	30.99	32.16	7.02	7.02	0.0
2	chr3R	peak_4648_4	chrStart	+	191	25.0082191780822	0.69570666061293	01_NOT_SIG	42.47	10.96	27.4	6.85	10.96	1.37
2	chr2L	peak_2971_1	chrStart	+	55	39.3797752808989	0.849487780835276	01_NOT_SIG	50.56	0.0	20.22	2.24	24.72	2.25
3	chr3L	peak_167_5	chrStart	+	69	70.5846153846154	3.91855931042392	03_NOT_IMB	7.69	59.44	17.48	9.09	2.1	4.2
1	chr3L	peak_738_10	chrStart	+	41	24.8303370786517	0.241050375342441	01_NOT_SIG	29.21	13.48	11.23	17.98	25.84	2.25
1	chr2L	peak_18_11	chrStart	+	134	10.9086206896552	0.360746658255386	01_NOT_SIG	23.28	21.55	39.66	6.04	9.06	0.43
2	chr2R	peak_4742_2	chrStart	+	49	31.5339805825243	0.554736485399753	01_NOT_SIG	57.28	1.94	12.62	5.82	20.38	1.94
4	chr3L	peak_1220_5	chrStart	+	30	82.4916030534351	5.30189780160978	02_IMB	11.45	49.62	5.34	6.11	18.32	9.16
2	chr2L	peak_3719_2	chrStart	+	53	27.6174418604651	0.429244189297206	01_NOT_SIG	18.6	6.98	40.69	5.81	25.58	2.33
2	chr2L	peak_3075_2	chrStart	+	131	26.6784	0.320090728162583	01_NOT_SIG	33.6	15.2	17.6	11.2	20.8	1.6
4	chr3R	peak_1647_5	chrStart	+	45	80	4.30455735940684	03_NOT_IMB	81.67	5.83	2.5	0.83	5.84	3.33
3	chr3L	peak_1081_3	chrStart	+	45	70.5944751381215	4.88627418473946	03_NOT_IMB	81.77	2.21	2.76	0	9.39	3.87
1	chr2R	peak_3084_6	chrStart	+	67	0	0.397504813752252	01_NOT_SIG	51.96	14.71	20.59	0.98	11.76	0.0
2	chr3R	peak_268_4	chrStart	+	91	33.1022727272727	0.505656340820457	01_NOT_SIG	37.5	7.95	20.46	11.37	19.31	3.41
4	chr3R	peak_1017_2	chrStart	+	44	85.9176056338028	5.23939212387223	02_IMB	32.39	29.58	17.61	0	14.79	5.63
2	chr3L	peak_4888_7	chrStart	+	45	25.0030120481928	1.1225252962115	01_NOT_SIG	80.12	3.61	7.22	0	8.43	0.6
1	chr2L	peak_1206_5	chrStart	+	146	0	0.316676292570675	01_NOT_SIG	17.65	16.18	47.06	13.23	5.88	0.0
1	chr2L	peak_295_4	chrStart	+	73	22.2285714285714	0.623934918382998	01_NOT_SIG	13.1	46.43	21.43	4.76	13.09	1.19
2	chr2L	peak_1972_2	chrStart	+	84	37.7695652173913	1.09812238681364	01_NOT_SIG	63.04	6.52	11.95	1.09	15.22	2.17
1	chrX	peak_765_8	chrStart	+	60	0	0.45286067095996	01_NOT_SIG	24.0	28.0	38	3.33	6.66	0.0
3	chr3L	peak_3_3	chrStart	+	46	67.3426470588235	2.41416871210103	03_NOT_IMB	41.18	35.29	7.35	2.94	8.82	4.41
1	chr2R	peak_137_2	chrStart	+	103	16	0.37539016311795	01_NOT_SIG	48.57	6.67	21.91	3.81	18.09	0.95
1	chrX	peak_4695_2	chrStart	+	63	0	0.227145878543844	01_NOT_SIG	45.1	19.61	9.8	5.88	19.6	0.0
1	chr2L	peak_2101_2	chrStart	+	80	23.6219512195122	0.455057174257905	01_NOT_SIG	43.9	1.22	23.17	0	30.49	1.22
1	chr2L	peak_2483_3	chrStart	+	109	0	0.514971732759596	01_NOT_SIG	3.67	72.48	13.76	9.18	0.92	0.0
2	chr3R	peak_501_3	chrStart	+	50	25.003738317757	0.912965429506178	01_NOT_SIG	30.84	34.58	21.49	3.74	8.41	0.93
1	chr2L	peak_2223_4	chrStart	+	63	19.2307692307692	0.549090956823145	01_NOT_SIG	31.73	32.69	16.34	9.62	8.65	0.96
2	chr2R	peak_2523_1	chrStart	+	54	46.6762886597938	1.26114753791802	01_NOT_SIG	35.05	15.46	27.83	3.09	16.49	2.06
2	chr2R	peak_1400_2	chrStart	+	88	27.5376623376623	0.179537894868944	01_NOT_SIG	28.57	7.79	14.29	10.39	35.06	3.9
1	chr3R	peak_49_9	chrStart	+	78	16.0464646464646	0.862419419137905	01_NOT_SIG	29.29	30.3	31.65	3.03	5.39	0.34
4	chr2L	peak_605_5	chrStart	+	31	85.5272727272727	6.37957871969736	03_NOT_IMB	41.82	35.45	3.64	2.73	8.18	8.18
3	chr3R	peak_2090_1	chrStart	+	46	51.5201492537313	2.15820152817249	03_NOT_IMB	35.07	41.04	11.19	5.23	5.22	2.24
4	chr2R	peak_3658_1	chrStart	+	43	100	100	03_NOT_IMB	3.49	75.58	10.47	1.16	1.16	8.14
2	chr3L	peak_310_5	chrStart	+	41	31.4373831775701	0.964292713411575	01_NOT_SIG	24.3	28.5	26.64	10.28	8.41	1.87
3	chr3L	peak_4029_3	chrStart	+	71	50.0032258064516	2.0227777474434	03_NOT_IMB	83.06	0.81	6.45	0	8.07	1.61
3	chr2R	peak_3237_2	chrStart	+	83	57.12	0.653051255399994	01_NOT_SIG	28.89	4.44	10	5.55	42.22	8.89
1	chr3L	peak_1027_2	chrStart	+	69	12.6	0.555907340649326	01_NOT_SIG	5.0	59.62	23.85	9.23	1.92	0.38
3	chrX	peak_2148_2	chrStart	+	50	71.4347826086956	2.21079100621002	03_NOT_IMB	65.22	4.35	8.7	0	15.22	6.52
2	chr3R	peak_4405_1	chrStart	+	43	49.0875	1.60022869813327	01_NOT_SIG	33.33	23.96	23.96	2.08	13.54	3.12
4	chr3R	peak_388_6	chrStart	+	40	79.7297297297297	8.88183960683487	03_NOT_IMB	36.94	26.58	13.96	4.5	10.36	7.66
1	chr3R	peak_2368_6	chrStart	+	76	13.0428571428571	0.325314338381169	01_NOT_SIG	43.45	20.24	16.67	7.74	11.31	0.6
3	chr3L	peak_1843_1	chrStart	+	49	72.3335593220339	8.64489610926459	03_NOT_IMB	46.78	23.39	6.77	2.37	13.56	7.12
3	chr3R	peak_683_6	chrStart	+	55	53.3384615384615	1.71014717817327	01_NOT_SIG	43.59	26.92	14.1	3.85	8.98	2.56
3	chr2L	peak_3639_1	chrStart	+	74	57.576404494382	1.97324298444693	01_NOT_SIG	5.62	41.57	31.47	10.12	6.74	4.49
3	chr3R	peak_3256_3	chrStart	+	30	59.8021582733813	2.67557974547944	03_NOT_IMB	69.78	7.91	4.32	2.16	12.23	3.6
2	chr3R	peak_2_9	chrStart	+	117	25.443795620438	0.607072017849935	01_NOT_SIG	10.95	25.55	42.34	10.95	8.76	1.46
4	chr2L	peak_3332_1	chrStart	+	37	77.1410958904109	3.18696508250812	03_NOT_IMB	56.16	19.18	12.33	5.48	2.74	4.11
2	chr3R	peak_231_2	chrStart	+	95	39.6929824561404	0.957039936641939	01_NOT_SIG	58.77	3.51	15.79	0.88	19.3	1.75
2	chr2L	peak_312_6	chrStart	+	103	46.5528662420382	0.984048845638121	01_NOT_SIG	4.46	37.58	17.2	22.93	14.01	3.82
1	chr2R	peak_74_4	chrStart	+	84	0	0.291823039590541	01_NOT_SIG	53.97	15.87	15.87	1.59	12.7	0.0
2	chr2L	peak_18_11	chrStart	+	79	35.7617250673854	1.42174998521286	01_NOT_SIG	27.76	28.3	21.83	4.31	15.37	2.43
3	chr3L	peak_1879_2	chrStart	+	160	65.396875	1.18140393141011	01_NOT_SIG	15.62	6.25	25	12.5	28.13	12.5
1	chr3R	peak_1757_2	chrStart	+	35	19.1503529411765	0.468344104398762	01_NOT_SIG	74.59	3.29	4	0.71	16.94	0.47
2	chr3R	peak_5135_2	chrStart	+	45	25.6071428571429	0.311413510813131	01_NOT_SIG	46.03	6.35	11.9	7.15	26.19	2.38
4	chr2L	peak_870_8	chrStart	+	38	80.9467455621302	7.77576607552236	03_NOT_IMB	17.75	46.75	8.88	6.51	10.06	10.06
4	chr3L	peak_341_2	chrStart	+	73	83.3274509803922	4.49709777884001	03_NOT_IMB	33.33	35.29	17.65	3.92	4.9	4.9
2	chr2R	peak_2490_2	chrStart	+	52	46.434375	1.62177699805477	01_NOT_SIG	60.42	12.5	13.54	1.04	10.42	2.08
2	chr2R	peak_4115_5	chrStart	+	62	49.2198113207547	1.01834060844936	01_NOT_SIG	49.06	4.72	16.98	2.83	23.58	2.83
4	chr3L	peak_705_6	chrStart	+	113	78.4	2.29367355199644	02_IMB	30.19	9.43	7.55	15.09	24.53	13.21
2	chr2R	peak_3382_1	chrStart	+	133	25.0035087719298	0.56230301881541	01_NOT_SIG	56.14	3.51	15.79	7.02	15.79	1.75
3	chr3L	peak_1092_4	chrStart	+	38	56.1038961038961	1.98317821933318	01_NOT_SIG	40.91	14.94	12.99	5.85	19.48	5.84
4	chr3L	peak_4825_4	chrStart	+	33	100	100	03_NOT_IMB	37.31	37.31	16.42	1.49	0	7.46
3	chr2R	peak_4_4	chrStart	+	51	54.2833333333333	1.95325133887668	01_NOT_SIG	59.65	4.39	19.3	0.88	13.16	2.63
2	chr2R	peak_3084_3	chrStart	+	158	26.6769230769231	0.525306621925682	01_NOT_SIG	28.85	7.69	32.69	5.77	23.07	1.92
2	chr2L	peak_1984_5	chrStart	+	53	47.5	1.43442706141187	01_NOT_SIG	38.89	25.56	14.44	8.89	8.89	3.33
2	chr2R	peak_1233_7	chrStart	+	64	28.8771428571429	0.580308351135356	01_NOT_SIG	37.86	17.86	18.58	4.28	19.29	2.14
1	chr2R	peak_2942_2	chrStart	+	102	0	0.23292704679246	01_NOT_SIG	58.08	5.99	19.76	1.8	14.37	0.0
2	chr3L	peak_286_5	chrStart	+	116	34.1896551724138	1.04008150299927	01_NOT_SIG	6.9	35.34	40.52	7.76	7.76	1.72
4	chr2R	peak_882_4	chrStart	+	37	79.5490196078431	4.58958474669557	03_NOT_IMB	34.31	32.35	13.72	2.94	9.8	6.86
1	chr2L	peak_2602_3	chrStart	+	101	22.0730158730159	0.821457614195059	01_NOT_SIG	13.49	53.97	19.05	9.52	3.18	0.79
3	chr2L	peak_2530_1	chrStart	+	31	55.55	2.29313405519579	02_IMB	36.67	35.33	11.33	4	10	2.67
2	chr2L	peak_4710_2	chrStart	+	47	27.6151685393258	0.866986470059026	01_NOT_SIG	56.74	8.43	18.54	1.68	13.48	1.12
2	chr3R	peak_352_3	chrStart	+	88	48.0806451612903	2.27463136724067	02_IMB	26.21	11.29	46.37	3.23	10.89	2.02
1	chr3R	peak_2782_5	chrStart	+	65	22.083	0.673891556114761	01_NOT_SIG	77.0	2.0	4	2	14	1.0
2	chr2L	peak_798_1	chrStart	+	51	40.1078838174274	1.53073831541643	01_NOT_SIG	26.14	34.02	21.16	7.88	8.71	2.07
4	chr2L	peak_3439_2	chrStart	+	51	95.9538461538462	3.09974685314876	02_IMB	1.28	8.97	8.97	35.9	23.07	21.79
3	chr3L	peak_554_6	chrStart	+	101	69.1742857142857	1.74927289903894	01_NOT_SIG	32.86	2.86	20	15.71	21.43	7.14
3	chr2R	peak_3181_1	chrStart	+	40	50.785046728972	0.707271111651776	01_NOT_SIG	31.78	2.8	16.82	4.67	36.44	7.48
1	chr2R	peak_1161_5	chrStart	+	120	0	0.560220169467233	01_NOT_SIG	77.78	2.92	11.69	0	7.6	0.0
1	chr3L	peak_4378_1	chrStart	+	86	22.2237288135593	0.811639365637562	01_NOT_SIG	27.12	27.12	32.21	5.08	7.62	0.85
1	chr3L	peak_4888_3	chrStart	+	107	0	0.216083113041139	01_NOT_SIG	51.61	6.45	20	1.3	20.64	0.0
3	chr2R	peak_917_4	chrStart	+	48	72.9166666666667	2.9206488901225	02_IMB	24.44	38.89	13.33	13.33	4.44	5.56
3	chr3R	peak_16_5	chrStart	+	58	54.7548387096774	1.75423655335871	01_NOT_SIG	12.9	37.63	24.73	9.14	13.44	2.15
1	chr3R	peak_1595_6	chrStart	+	57	18.3333333333333	0.778334078883201	01_NOT_SIG	13.44	52.15	22.58	9.14	2.15	0.54
2	chr3R	peak_1302_10	chrStart	+	103	28	0.784787516044265	01_NOT_SIG	41.67	5.56	33.34	5.56	12.5	1.39
2	chr3R	peak_4339_10	chrStart	+	62	37.1451219512195	1.36126535507096	01_NOT_SIG	78.66	1.83	3.66	1.83	12.2	1.83
2	chr3R	peak_7_2	chrStart	+	152	33.8235294117647	0.737456275992577	01_NOT_SIG	56.47	3.53	12.94	3.53	21.18	2.35
2	chr3R	peak_4736_1	chrStart	+	56	31.9377192982456	0.840155102105911	01_NOT_SIG	53.51	9.65	16.67	1.75	16.67	1.75
3	chr3R	peak_3326_1	chrStart	+	123	60.8152173913043	0.616708398830166	01_NOT_SIG	26.09	3.26	16.3	7.6	42.39	4.35
3	chr3R	peak_2294_5	chrStart	+	37	50.9090909090909	1.2277043946717	01_NOT_SIG	56.36	12.73	5.45	1.82	20	3.64
3	chr3R	peak_584_7	chrStart	+	80	53.6509433962264	1.71108131074674	01_NOT_SIG	19.34	39.15	20.75	15.09	4.24	1.42
1	chrX	peak_1438_2	chrStart	+	98	0	0.128407635220599	01_NOT_SIG	45.24	4.76	14.28	11.9	23.81	0.0
2	chr2L	peak_1514_2	chrStart	+	91	39.8251366120219	0.492987883082986	01_NOT_SIG	35.52	10.93	9.83	9.29	28.96	5.46
2	chr3L	peak_547_4	chrStart	+	95	33.825	0.722054501918961	01_NOT_SIG	58.7	4.35	11.96	0	22.82	2.17
2	chr3R	peak_4339_7	chrStart	+	90	28.565034965035	0.9044122315995	01_NOT_SIG	75.52	0.7	6.99	0.7	14.68	1.4
1	chr2R	peak_2268_10	chrStart	+	104	17.3598130841121	0.728927104005154	01_NOT_SIG	21.03	26.17	41.12	3.74	7.47	0.47
4	chr3R	peak_3289_1	chrStart	+	78	84	3.37266771211904	02_IMB	61.32	4.72	14.15	0.94	15.09	3.77
3	chr3L	peak_287_1	chrStart	+	128	69.4430379746835	3.77500250460512	03_NOT_IMB	67.72	3.16	16.45	0	9.49	3.16
3	chr2R	peak_1974_1	chrStart	+	93	72.9403846153846	1.11006565094915	01_NOT_SIG	1.92	3.85	3.85	4.8	80.77	4.81
1	chr3R	peak_1169_8	chrStart	+	97	21.4329896907217	0.603808540519226	01_NOT_SIG	17.53	30.93	32.99	9.27	8.25	1.03
1	chr3L	peak_419_8	chrStart	+	56	10.8519230769231	0.279148142814542	01_NOT_SIG	52.88	16.35	12.5	2.88	14.91	0.48
3	chr2L	peak_3423_1	chrStart	+	39	64.2832116788321	3.10541271342881	03_NOT_IMB	41.61	35.04	14.6	0	6.57	2.19
4	chr2L	peak_146_7	chrStart	+	121	79.8380952380952	2.10948166005076	02_IMB	0.79	14.29	19.05	11.12	39.68	15.08
3	chr2R	peak_498_3	chrStart	+	86	50.8901960784314	1.63637643918332	01_NOT_SIG	66.67	6.86	7.84	2.94	12.74	2.94
4	chrX	peak_1749_1	chrStart	+	35	92.3076923076923	5.71662149502376	03_NOT_IMB	74.73	8.79	1.1	0	8.79	6.59
1	chr2L	peak_364_2	chrStart	+	64	0	0.361331873251857	01_NOT_SIG	56.45	8.06	17.75	3.22	14.51	0.0
2	chr3L	peak_421_3	chrStart	+	36	38.7892307692308	0.733617416698001	01_NOT_SIG	55.38	10.77	4.62	3.08	23.07	3.08
2	chr3R	peak_3256_5	chrStart	+	143	44.6305084745763	0.412054151475101	01_NOT_SIG	30.51	3.39	16.95	3.39	42.37	3.39
1	chr3L	peak_179_1	chrStart	+	110	0	0.251620632159393	01_NOT_SIG	6.57	53.73	30.15	8.06	1.5	0.0
3	chr3R	peak_3817_7	chrStart	+	56	56.2577586206896	1.95006796486193	01_NOT_SIG	32.76	26.72	17.24	6.9	12.07	4.31
2	chr2R	peak_1966_2	chrStart	+	135	27.7898550724638	0.374834259106283	01_NOT_SIG	49.28	1.45	13.04	5.8	27.53	2.9
2	chr3R	peak_4415_6	chrStart	+	95	44.4430769230769	1.66623148413979	01_NOT_SIG	2.31	30.77	54.61	8.46	2.31	1.54
4	chr3R	peak_767_3	chrStart	+	52	88.4816326530612	9.42494027449831	03_NOT_IMB	15.65	48.3	11.56	6.8	6.8	10.88
3	chr3R	peak_2215_3	chrStart	+	73	62.955737704918	1.85117041053217	01_NOT_SIG	50.82	3.28	18.03	8.2	15.57	4.1
4	chr3R	peak_4417_4	chrStart	+	44	83.3333333333333	3.5536125688595	03_NOT_IMB	14.04	31.58	36.85	3.51	7.02	7.02
