file_name_without_sam_flag	total_reads	total_naked	total_tf	total_nuc	occup_naked	occup_tf	occup_nuc	total_discard	occup_discard
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3723_1_binding_label.cond8.tsv	141	17	2	118	12.06	1.42	83.69	4	2.84
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5159_2_binding_label.cond8.tsv	61	16	3	40	26.23	4.92	65.57	2	3.28
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4981_1_binding_label.cond8.tsv	109	21	8	75	19.27	7.34	68.81	5	4.59
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2370_1_binding_label.cond8.tsv	95	11	1	77	11.58	1.05	81.05	6	6.32
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3862_1_binding_label.cond8.tsv	75	2	0	69	2.67	0.0	92.0	4	5.33
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5053_1_binding_label.cond8.tsv	191	144	11	26	75.39	5.76	13.61	10	5.24
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4709_1_binding_label.cond8.tsv	160	0	2	155	0.0	1.25	96.88	3	1.88
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2750_1_binding_label.cond8.tsv	112	6	5	99	5.36	4.46	88.39	2	1.79
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4010_1_binding_label.cond8.tsv	72	6	0	65	8.33	0.0	90.28	1	1.39
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4580_1_binding_label.cond8.tsv	161	33	4	120	20.5	2.48	74.53	4	2.48
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_951_1_binding_label.cond8.tsv	577	33	0	532	5.72	0.0	92.2	12	2.08
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3779_1_binding_label.cond8.tsv	96	6	5	81	6.25	5.21	84.38	4	4.17
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5381_2_binding_label.cond8.tsv	171	37	3	117	21.64	1.75	68.42	14	8.19
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1626_1_binding_label.cond8.tsv	185	69	9	96	37.3	4.86	51.89	11	5.95
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_262_2_binding_label.cond8.tsv	189	75	22	91	39.68	11.64	48.15	1	0.53
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2136_3_binding_label.cond8.tsv	49	21	4	24	42.86	8.16	48.98	0	0.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1992_1_binding_label.cond8.tsv	123	9	4	102	7.32	3.25	82.93	8	6.5
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4471_1_binding_label.cond8.tsv	188	5	4	175	2.66	2.13	93.09	4	2.13
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1306_1_binding_label.cond8.tsv	115	4	3	104	3.48	2.61	90.43	4	3.48
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_703_1_binding_label.cond8.tsv	50	18	4	26	36.0	8.0	52.0	2	4.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5214_2_binding_label.cond8.tsv	157	25	12	116	15.92	7.64	73.89	4	2.55
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1613_1_binding_label.cond8.tsv	100	44	3	35	44.0	3.0	35.0	18	18.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2300_1_binding_label.cond8.tsv	61	40	14	6	65.57	22.95	9.84	1	1.64
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3374_1_binding_label.cond8.tsv	114	72	14	24	63.16	12.28	21.05	4	3.51
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2517_1_binding_label.cond8.tsv	141	74	11	48	52.48	7.8	34.04	8	5.67
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1726_1_binding_label.cond8.tsv	151	13	11	120	8.61	7.28	79.47	7	4.64
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_332_1_binding_label.cond8.tsv	134	28	13	90	20.9	9.7	67.16	3	2.24
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2660_1_binding_label.cond8.tsv	126	27	1	91	21.43	0.79	72.22	7	5.56
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2853_1_binding_label.cond8.tsv	126	13	11	93	10.32	8.73	73.81	9	7.14
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4306_1_binding_label.cond8.tsv	99	12	6	76	12.12	6.06	76.77	5	5.05
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5224_2_binding_label.cond8.tsv	122	97	16	5	79.51	13.11	4.1	4	3.28
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4239_1_binding_label.cond8.tsv	121	31	1	86	25.62	0.83	71.07	3	2.48
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3019_1_binding_label.cond8.tsv	76	9	4	61	11.84	5.26	80.26	2	2.63
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2847_1_binding_label.cond8.tsv	66	28	5	33	42.42	7.58	50.0	0	0.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_816_1_binding_label.cond8.tsv	190	15	10	159	7.89	5.26	83.68	6	3.16
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3713_1_binding_label.cond8.tsv	124	12	2	109	9.68	1.61	87.9	1	0.81
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1389_1_binding_label.cond8.tsv	118	9	2	103	7.63	1.69	87.29	4	3.39
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5354_1_binding_label.cond8.tsv	74	32	7	32	43.24	9.46	43.24	3	4.05
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4505_1_binding_label.cond8.tsv	181	15	18	144	8.29	9.94	79.56	4	2.21
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1406_1_binding_label.cond8.tsv	112	36	2	69	32.14	1.79	61.61	5	4.46
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4876_1_binding_label.cond8.tsv	99	22	4	71	22.22	4.04	71.72	2	2.02
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4781_1_binding_label.cond8.tsv	144	53	15	72	36.81	10.42	50.0	4	2.78
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4756_1_binding_label.cond8.tsv	56	12	2	40	21.43	3.57	71.43	2	3.57
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1958_1_binding_label.cond8.tsv	89	17	0	68	19.1	0.0	76.4	4	4.49
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4489_1_binding_label.cond8.tsv	50	10	3	36	20.0	6.0	72.0	1	2.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3317_1_binding_label.cond8.tsv	154	15	3	127	9.74	1.95	82.47	9	5.84
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1274_1_binding_label.cond8.tsv	131	100	6	21	76.34	4.58	16.03	4	3.05
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4151_1_binding_label.cond8.tsv	45	21	4	16	46.67	8.89	35.56	4	8.89
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3014_1_binding_label.cond8.tsv	84	16	4	61	19.05	4.76	72.62	3	3.57
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2331_1_binding_label.cond8.tsv	72	15	8	49	20.83	11.11	68.06	0	0.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4465_1_binding_label.cond8.tsv	132	28	17	82	21.21	12.88	62.12	5	3.79
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3644_1_binding_label.cond8.tsv	101	20	5	71	19.8	4.95	70.3	5	4.95
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2776_1_binding_label.cond8.tsv	159	43	17	89	27.04	10.69	55.97	10	6.29
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1768_1_binding_label.cond8.tsv	161	10	7	140	6.21	4.35	86.96	4	2.48
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2347_2_binding_label.cond8.tsv	157	19	9	119	12.1	5.73	75.8	10	6.37
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2432_1_binding_label.cond8.tsv	95	7	9	74	7.37	9.47	77.89	5	5.26
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2627_1_binding_label.cond8.tsv	110	8	3	90	7.27	2.73	81.82	9	8.18
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_222_1_binding_label.cond8.tsv	71	14	7	49	19.72	9.86	69.01	1	1.41
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4352_1_binding_label.cond8.tsv	103	8	4	89	7.77	3.88	86.41	2	1.94
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4854_1_binding_label.cond8.tsv	198	41	8	141	20.71	4.04	71.21	8	4.04
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3250_1_binding_label.cond8.tsv	56	1	0	53	1.79	0.0	94.64	2	3.57
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4229_1_binding_label.cond8.tsv	85	58	10	17	68.24	11.76	20.0	0	0.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2697_1_binding_label.cond8.tsv	146	98	13	31	67.12	8.9	21.23	4	2.74
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3994_1_binding_label.cond8.tsv	68	18	3	45	26.47	4.41	66.18	2	2.94
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5358_1_binding_label.cond8.tsv	188	2	11	173	1.06	5.85	92.02	2	1.06
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3394_1_binding_label.cond8.tsv	42	20	2	19	47.62	4.76	45.24	1	2.38
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4668_1_binding_label.cond8.tsv	70	14	9	40	20.0	12.86	57.14	7	10.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_397_1_binding_label.cond8.tsv	152	30	7	111	19.74	4.61	73.03	4	2.63
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1708_1_binding_label.cond8.tsv	59	1	0	55	1.69	0.0	93.22	3	5.08
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2648_1_binding_label.cond8.tsv	37	4	2	28	10.81	5.41	75.68	3	8.11
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3865_1_binding_label.cond8.tsv	151	117	13	16	77.48	8.61	10.6	5	3.31
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2660_2_binding_label.cond8.tsv	107	23	1	83	21.5	0.93	77.57	0	0.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2151_1_binding_label.cond8.tsv	181	93	4	71	51.38	2.21	39.23	13	7.18
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3720_1_binding_label.cond8.tsv	335	34	19	259	10.15	5.67	77.31	23	6.87
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5322_1_binding_label.cond8.tsv	122	7	12	94	5.74	9.84	77.05	9	7.38
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_743_2_binding_label.cond8.tsv	245	34	27	181	13.88	11.02	73.88	3	1.22
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3321_1_binding_label.cond8.tsv	82	20	1	57	24.39	1.22	69.51	4	4.88
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3201_1_binding_label.cond8.tsv	109	14	2	91	12.84	1.83	83.49	2	1.83
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4208_1_binding_label.cond8.tsv	105	7	0	94	6.67	0.0	89.52	4	3.81
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4750_1_binding_label.cond8.tsv	102	21	9	65	20.59	8.82	63.73	7	6.86
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4642_1_binding_label.cond8.tsv	67	18	8	34	26.87	11.94	50.75	7	10.45
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3645_1_binding_label.cond8.tsv	134	27	7	90	20.15	5.22	67.16	10	7.46
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2773_1_binding_label.cond8.tsv	103	10	1	86	9.71	0.97	83.5	6	5.83
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3567_1_binding_label.cond8.tsv	108	19	8	73	17.59	7.41	67.59	8	7.41
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3724_1_binding_label.cond8.tsv	398	96	41	235	24.12	10.3	59.05	26	6.53
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2018_1_binding_label.cond8.tsv	132	41	2	81	31.06	1.52	61.36	8	6.06
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4271_1_binding_label.cond8.tsv	281	5	6	254	1.78	2.14	90.39	16	5.69
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3246_1_binding_label.cond8.tsv	133	106	9	10	79.7	6.77	7.52	8	6.02
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5093_1_binding_label.cond8.tsv	127	5	0	120	3.94	0.0	94.49	2	1.57
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3876_1_binding_label.cond8.tsv	168	9	2	155	5.36	1.19	92.26	2	1.19
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5088_1_binding_label.cond8.tsv	171	37	6	123	21.64	3.51	71.93	5	2.92
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3464_1_binding_label.cond8.tsv	71	17	3	51	23.94	4.23	71.83	0	0.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4095_1_binding_label.cond8.tsv	56	10	5	40	17.86	8.93	71.43	1	1.79
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3590_1_binding_label.cond8.tsv	103	10	7	83	9.71	6.8	80.58	3	2.91
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2341_1_binding_label.cond8.tsv	85	35	6	37	41.18	7.06	43.53	7	8.24
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1054_1_binding_label.cond8.tsv	238	33	12	183	13.87	5.04	76.89	10	4.2
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3425_1_binding_label.cond8.tsv	145	6	5	130	4.14	3.45	89.66	4	2.76
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_194_2_binding_label.cond8.tsv	63	13	3	45	20.63	4.76	71.43	2	3.17
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2110_1_binding_label.cond8.tsv	86	7	5	70	8.14	5.81	81.4	4	4.65
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3284_1_binding_label.cond8.tsv	44	3	5	33	6.82	11.36	75.0	3	6.82
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4125_1_binding_label.cond8.tsv	71	9	0	61	12.68	0.0	85.92	1	1.41
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5335_1_binding_label.cond8.tsv	137	38	4	90	27.74	2.92	65.69	5	3.65
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4266_1_binding_label.cond8.tsv	74	38	6	29	51.35	8.11	39.19	1	1.35
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2145_1_binding_label.cond8.tsv	133	19	1	113	14.29	0.75	84.96	0	0.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3096_1_binding_label.cond8.tsv	114	9	8	93	7.89	7.02	81.58	4	3.51
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4550_1_binding_label.cond8.tsv	62	15	12	30	24.19	19.35	48.39	5	8.06
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4494_1_binding_label.cond8.tsv	132	25	7	90	18.94	5.3	68.18	10	7.58
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1943_1_binding_label.cond8.tsv	148	63	17	66	42.57	11.49	44.59	2	1.35
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4870_1_binding_label.cond8.tsv	59	8	1	47	13.56	1.69	79.66	3	5.08
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1074_1_binding_label.cond8.tsv	92	10	3	74	10.87	3.26	80.43	5	5.43
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2152_1_binding_label.cond8.tsv	64	5	5	49	7.81	7.81	76.56	5	7.81
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1274_2_binding_label.cond8.tsv	129	92	9	23	71.32	6.98	17.83	5	3.88
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3163_1_binding_label.cond8.tsv	125	7	4	109	5.6	3.2	87.2	5	4.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4175_1_binding_label.cond8.tsv	97	29	10	54	29.9	10.31	55.67	4	4.12
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3159_1_binding_label.cond8.tsv	215	45	6	159	20.93	2.79	73.95	5	2.33
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3274_1_binding_label.cond8.tsv	115	5	1	106	4.35	0.87	92.17	3	2.61
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3865_2_binding_label.cond8.tsv	168	80	19	67	47.62	11.31	39.88	2	1.19
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2468_1_binding_label.cond8.tsv	72	19	7	44	26.39	9.72	61.11	2	2.78
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1521_1_binding_label.cond8.tsv	265	21	2	230	7.92	0.75	86.79	12	4.53
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4263_1_binding_label.cond8.tsv	187	11	2	169	5.88	1.07	90.37	5	2.67
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3447_1_binding_label.cond8.tsv	86	60	4	21	69.77	4.65	24.42	1	1.16
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3480_1_binding_label.cond8.tsv	43	33	4	6	76.74	9.3	13.95	0	0.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1414_1_binding_label.cond8.tsv	50	34	6	10	68.0	12.0	20.0	0	0.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1799_1_binding_label.cond8.tsv	98	10	5	82	10.2	5.1	83.67	1	1.02
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4664_1_binding_label.cond8.tsv	53	0	0	48	0.0	0.0	90.57	5	9.43
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_643_1_binding_label.cond8.tsv	88	2	0	77	2.27	0.0	87.5	9	10.23
